geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; ṆoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 18; 10; 0.5; 4; 0; 1; 0; 0.03; 1; 1; 13;42;
2; 18; 14; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 13;38;
3; 14; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;38;
4; 16; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 5;38;
5; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;38;
6; 22; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 5;37;
7; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;37;
8; 24; 11; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 16;34;
9; 11; 13; 4; 0.5; 2; 0; 0; 0; 0.03; 1; 1; 3;35;
10; 13; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;35;

